Code,Literal,Literal_clean,Literal_norm,code_type,chapter,is_icd10,D_P,Description
Q5310,Criptorquidia,Criptorquidia,criptorquidia,diagnosis,Q,True,D,"Testículo no descendido unilateral, no especificado"
BW40ZZZ,Ecografía abdominal,Ecografía abdominal,ecografia abdominal,diagnosis,B,True,P,Ecografía de abdomen
0CTPXZZ,adenoamigdalectomia,adenoamigdalectomia,adenoamigdalectomia,procedure,0,True,P,"Resección de amígdalas, abordaje externo"
E063,tiroiditis autoinmune,tiroiditis autoinmune,tiroiditis autoinmune,diagnosis,E,True,D,Tiroiditis autoinmune
F1020,Enolismo crónico,Enolismo crónico,enolismo cronico,diagnosis,F,True,D,"Dependencia de alcohol, sin complicaciones"
Z950,marcapasos,marcapasos,marcapasos,diagnosis,Z,True,D,Presencia de marcapasos cardíaco
3E0337Z,Sueroterapia,Sueroterapia,sueroterapia,procedure,3,True,P,"Introducción en vena periférica de sustancia para equilibrio hidroelectrolítico, abordaje percutáneo"
O24420,Diabetes Gestacional A1,Diabetes Gestacional A1,diabetes gestacional a1,diagnosis,O,True,D,"Diabetes mellitus gestacional en el parto, con control dietético"
Z6710,Grupo sanguíneo: A+ (,Grupo sanguíneo: A+ (,grupo sanguineo: a+ (,diagnosis,Z,True,D,"Grupo sanguíneo A, Rh positivo"
Z593,Vive en Residencia,Vive en Residencia,vive en residencia,diagnosis,Z,True,D,Problemas relacionados con la vida en una institución residencial
G40109,Epilèpsia focal,Epilèpsia focal,epilepsia focal,diagnosis,G,True,D,"Epilepsia (focal) (parcial) sintomática relacionada con la localización y síndromes epilépticos con crisis parciales simples, no intratable, sin estado de mal epiléptico"
Z853,Historia de cancer de mama,Historia de cancer de mama,historia de cancer de mama,diagnosis,Z,True,D,Historia personal de neoplasia maligna de mama
C786,Carcinomatosis peritoneal,Carcinomatosis peritoneal,carcinomatosis peritoneal,diagnosis,C,True,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo
N10,Pielonefritis,Pielonefritis,pielonefritis,diagnosis,N,True,D,Pielonefritis aguda
E8881,Síndrome metabólico,Síndrome metabólico,sindrome metabolico,diagnosis,E,True,D,Síndrome metabólico
311,sindrome depresivo,sindrome depresivo,sindrome depresivo,procedure,3,False,,
I4892,Flútter auricular,Flútter auricular,flutter auricular,diagnosis,I,True,D,Flutter auricular no especificado
Z6740,Grupo: 0 positivo,Grupo: 0 positivo,grupo: 0 positivo,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
O721,Hemorrragia posparto,Hemorrragia posparto,hemorrragia posparto,diagnosis,O,True,D,Otras hemorragias del posparto inmediato
R7881,790.7,790.7,790.7,diagnosis,R,True,D,Bacteriemia
8500,traumatismo craneoencefálico,traumatismo craneoencefálico,traumatismo craneoencefalico,procedure,8,False,,
Z6740,Grupo O+,Grupo O+,grupo o+,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
0QSN0ZZ,Scarf pie derecho,Scarf pie derecho,scarf pie derecho,procedure,0,True,P,"Reposición de metatarso, derecho, abordaje abierto"
91210,Cavernoma,Cavernoma,cavernoma,procedure,9,False,,
L508,Urticara crónica parto,Urticara crónica parto,urticara cronica parto,diagnosis,L,True,D,Otros tipos de urticaria
9984,Aislamiento,Aislamiento,aislamiento,procedure,9,False,,
B040ZZZ,Ecografía SNC,Ecografía SNC,ecografia snc,diagnosis,B,True,P,Ecografía de cerebro
28860,Leucocitosis,Leucocitosis,leucocitosis,procedure,2,False,,
V1302,ITUs frecuentes,ITUs frecuentes,itus frecuentes,diagnosis,V,False,,
32723,SAHS,SAHS,sahs,procedure,3,False,,
F429,TOC parto,TOC parto,toc parto,diagnosis,F,True,D,"Trastorno obsesivo-compulsivo, no especificado"
B9620,Bacteriemia por E. Coli,Bacteriemia por E. Coli,bacteriemia por e. coli,diagnosis,B,True,D,Escherichia coli [E. coli] no especificado como causa de enfermedades clasificadas bajo otro concepto
5950,CISTITIS AGUDA,CISTITIS AGUDA,cistitis aguda,procedure,5,False,,
J323,Sinusitis esfenoidal cronica,Sinusitis esfenoidal cronica,sinusitis esfenoidal cronica,diagnosis,J,True,D,Sinusitis esfenoidal crónica
0TC78ZZ,LITiasis ureter izquierdo,LITiasis ureter izquierdo,litiasis ureter izquierdo,procedure,0,True,P,"Extirpación en uréter, izquierdo, abordaje orificio natural o artificial, endoscópico"
84803,neoplasia mucinoso,neoplasia mucinoso,neoplasia mucinoso,procedure,8,False,,
07TC4ZZ,cistectomía radical laparoscopica,cistectomía radical laparoscopica,cistectomia radical laparoscopica,procedure,0,True,P,"Resección de linfático, pelvis, abordaje endoscópico percutáneo"
R5600,convulsió febril,convulsió febril,convulsio febril,diagnosis,R,True,D,Convulsiones febriles simples
E785,Dislipidemia,Dislipidemia,dislipidemia,diagnosis,E,True,D,"Hiperlipidemia, no especificada"
V462,oxigen domiciliario,oxigen domiciliario,oxigen domiciliario,diagnosis,V,True,D,Persona en el exterior de coche lesionada por colisión con otro vehículo no motorizado en un accidente no de tráfico
8952,ECG,ECG,ecg,procedure,8,False,,
66401,Desgarro tipo I,Desgarro tipo I,desgarro tipo i,procedure,6,False,,
O99214,Obesidad mórbida part,Obesidad mórbida part,obesidad morbida part,diagnosis,O,True,D,Obesidad que complica el parto
J310,Rinitis,Rinitis,rinitis,diagnosis,J,True,D,Rinitis crónica
E8494,columpio,columpio,columpio,diagnosis,E,False,,
6841,Histerectomia total lap,Histerectomia total lap,histerectomia total lap,procedure,6,False,,
31401,TDAH,TDAH,tdah,procedure,3,False,,
F1010,alcohol,alcohol,alcohol,diagnosis,F,True,D,"Abuso de alcohol, sin complicaciones"
724,fórceps,fórceps,forceps,procedure,7,False,,
I442,BAV completo,BAV completo,bav completo,diagnosis,I,True,D,"Bloqueo auriculoventricular, completo"
64661,itu pARTO,itu pARTO,itu parto,procedure,6,False,,
BW21ZZZ,TAC ABDOMINO PELVICO,TAC ABDOMINO PELVICO,tac abdomino pelvico,diagnosis,B,True,P,Tomografía computarizada (scanner tc) de abdomen y pelvis
E669,OBESITAT,OBESITAT,obesitat,diagnosis,E,True,D,"Obesidad, no especificada"
G8929,dolor crònic,dolor crònic,dolor cronic,diagnosis,G,True,D,Otro dolor crónico
0HHT0NZ,EXPANSOR MAMA derecha,EXPANSOR MAMA derecha,expansor mama derecha,procedure,0,True,P,"Inserción en mama, derecha, de expansor tisular, abordaje abierto"
D473,Trombocitosis esencial,Trombocitosis esencial,trombocitosis esencial,diagnosis,D,True,D,Trombocitemia esencial (hemorrágica)
L52,Tiroiditis parto,Tiroiditis parto,tiroiditis parto,diagnosis,L,True,D,Eritema nodoso
R630,hiporexia,hiporexia,hiporexia,diagnosis,R,True,D,Anorexia
Z950,portador de marcapasos,portador de marcapasos,portador de marcapasos,diagnosis,Z,True,D,Presencia de marcapasos cardíaco
5680,adherencias,adherencias,adherencias,procedure,5,False,,
V140,alérgico a la Penicilina,alérgico a la Penicilina,alergico a la penicilina,diagnosis,V,True,D,Conductor de vehículo a pedales lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
O700,"Desgarro I,","Desgarro I,","desgarro i,",diagnosis,O,True,D,Desgarro perineal de primer grado en el parto
E8889,caída,caída,caida,diagnosis,E,True,D,Otros tipos de trastornos metabólicos especificados
71536,Gonartrosis,Gonartrosis,gonartrosis,procedure,7,False,,
V103,ha ca mama,ha ca mama,ha ca mama,diagnosis,V,True,D,Persona que sube o baja de un vehículo a pedales lesionada en colisión con peatón o animal
Z3A40,"40,2 setmanes","40,2 setmanes","40,2 setmanes",diagnosis,Z,True,D,40 semanas de gestación
N10,Pielonefritis aguda por E .Coli,Pielonefritis aguda por E .Coli,pielonefritis aguda por e .coli,diagnosis,N,True,D,Pielonefritis aguda
0UT90ZZ,Histerectomia Total,Histerectomia Total,histerectomia total,procedure,0,True,P,"Resección de útero, abordaje abierto"
Z905,nefrectomia,nefrectomia,nefrectomia,diagnosis,Z,True,D,Ausencia adquirida de riñón
5979,tot,tot,tot,procedure,5,False,,
K4090,henria inguinal izquierda,henria inguinal izquierda,henria inguinal izquierda,diagnosis,K,True,D,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada"
K219,Reflujo gastroesófagico part,Reflujo gastroesófagico part,reflujo gastroesofagico part,diagnosis,K,True,D,Enfermedad por reflujo gastroesofágico sin esofagitis
0UB98ZZ,PÓLIPOS ENDOMETRIALES,PÓLIPOS ENDOMETRIALES,polipos endometriales,procedure,0,True,P,"Escisión de útero, abordaje orificio natural o artificial, endoscópico"
R310,HEMATURIA MACROSCÓPICA,HEMATURIA MACROSCÓPICA,hematuria macroscopica,diagnosis,R,True,D,Hematuria macroscópica
O30033,monocorial / biamniótica,monocorial / biamniótica,monocorial / biamniotica,diagnosis,O,True,D,"Embarazo gemelar monocoriónico/ diamniótico, tercer trimestre"
O745,cefalea punción dural,cefalea punción dural,cefalea puncion dural,diagnosis,O,True,D,Cefalea inducida por anestesia espinal y epidural durante el trabajo de parto y parto
B32SZZZ,AngioTC toracico,AngioTC toracico,angiotc toracico,diagnosis,B,True,P,"Tomografía computarizada (scanner tc) de arteria pulmonar, derecha"
N838,Quiste simple paratubárico,Quiste simple paratubárico,quiste simple paratubarico,diagnosis,N,True,D,"Otros trastornos no inflamatorios de ovario, trompa de Falopio y ligamento ancho"
0DB38ZX,biopsia esófago distal,biopsia esófago distal,biopsia esofago distal,procedure,0,True,P,"Escisión de esófago, inferior, diagnóstico, abordaje orificio natural o artificial, endoscópico"
8847,arteriografía abdomen,arteriografía abdomen,arteriografia abdomen,procedure,8,False,,
O9852,rubeola No inmune,rubeola No inmune,rubeola no inmune,diagnosis,O,True,D,Otras enfermedades virales que complican el parto
Q250,Ductus,Ductus,ductus,diagnosis,Q,True,D,Ductus arterioso permeable
Z3A36,36+2 semanas,36+2 semanas,36+2 semanas,diagnosis,Z,True,D,36 semanas de gestación
F08L5BZ,VAC,VAC,vac,diagnosis,F,True,P,"Tratamiento de las actividades de la vida diaria, cuidado de herida, con agentes físicos, en sistema músculo esquelético - parte inferior de la espalda / extremidad inferior"
G3184,DETERIORAMENT COGNITIU LLEU,DETERIORAMENT COGNITIU LLEU,deteriorament cognitiu lleu,diagnosis,G,True,D,Deterioro cognitivo leve de etiología incierta o desconocida
3E033GC,anticoagulante,anticoagulante,anticoagulante,procedure,3,True,P,"Introducción en vena periférica de otra sustancia terapéutica, otra sustancia, abordaje percutáneo"
64781,Zika + parto,Zika + parto,zika + parto,procedure,6,False,,
74900,FISSURA PALATINA,FISSURA PALATINA,fissura palatina,procedure,7,False,,
0HB7XZX,biopsia piel abdomen,biopsia piel abdomen,biopsia piel abdomen,procedure,0,True,P,"Escisión de piel, abdomen, diagnóstico, abordaje externo"
8607,colocación de Port-a-cath,colocación de Port-a-cath,colocacion de port-a-cath,procedure,8,False,,
BW211ZZ,TC abdominopélvico con CIV.,TC abdominopélvico con CIV.,tc abdominopelvico con civ.,diagnosis,B,True,P,"Tomografía computarizada (scanner tc) de abdomen y pelvis, con contraste, baja osmolaridad"
0TBB4ZZ,rtu vesical lap,rtu vesical lap,rtu vesical lap,procedure,0,True,P,"Escisión de vejiga, abordaje endoscópico percutáneo"
C541,NEOPLASIA MALIGNA DE ENDOMETRIO,NEOPLASIA MALIGNA DE ENDOMETRIO,neoplasia maligna de endometrio,diagnosis,C,True,D,Neoplasia maligna de endometrio
3814,Otitis Media Serosa,Otitis Media Serosa,otitis media serosa,procedure,3,False,,
O9902,Anemia part,Anemia part,anemia part,diagnosis,O,True,D,Anemia que complica el parto
G800,Tetraparesia espástica-distónica,Tetraparesia espástica-distónica,tetraparesia espastica-distonica,diagnosis,G,True,D,Parálisis cerebral espástica tetrapléjica
664,salpinguectomia izquierda,salpinguectomia izquierda,salpinguectomia izquierda,procedure,6,False,,
0DC58ZZ,cuerpo extraño esofágico,cuerpo extraño esofágico,cuerpo extrano esofagico,procedure,0,True,P,"Extirpación en esófago, abordaje orificio natural o artificial, endoscópico"
V860,re +,re +,re +,diagnosis,V,True,D,Conductor de todoterreno especial u otro vehículo todoterreno lesionado en accidente de tráfico
V4577,annexectomia,annexectomia,annexectomia,diagnosis,V,False,,
O365930,rciu,rciu,rciu,diagnosis,O,True,D,"Atención materna por otro tipo de crecimiento fetal insuficiente, conocido o sospechado, tercer trimestre, no aplicable o no especificado"
E039,HIPOTIROIDISMO,HIPOTIROIDISMO,hipotiroidismo,diagnosis,E,True,D,"Hipotiroidismo, no especificado"
R569,convulsión,convulsión,convulsion,diagnosis,R,True,D,Convulsiones no especificadas
2911,Faringoscopia,Faringoscopia,faringoscopia,procedure,2,False,,
K900,Celiaquía part,Celiaquía part,celiaquia part,diagnosis,K,True,D,Enfermedad celíaca
8741,TC torácico,TC torácico,tc toracico,procedure,8,False,,
F1010,Abuso de alcohol,Abuso de alcohol,abuso de alcohol,diagnosis,F,True,D,"Abuso de alcohol, sin complicaciones"
8607,Port-a-Cath,Port-a-Cath,port-a-cath,procedure,8,False,,
0TBD8ZZ,exéresis carúncula uretral,exéresis carúncula uretral,exeresis caruncula uretral,procedure,0,True,P,"Escisión de uretra, abordaje orificio natural o artificial, endoscópico"
2859,Anemia normocítica,Anemia normocítica,anemia normocitica,procedure,2,False,,
J309,Rinitis alérgica part,Rinitis alérgica part,rinitis alergica part,diagnosis,J,True,D,"Rinitis alérgica, no especificada"
598,colocación de cateter doble J,colocación de cateter doble J,colocacion de cateter doble j,procedure,5,False,,
10908ZC,amniorrexis artificial,amniorrexis artificial,amniorrexis artificial,procedure,1,True,P,"Drenaje en productos de la concepción, de líquido amniótico, terapéutico, abordaje orificio natural o artificial, endoscópico"
Z6711,obesidad parto,obesidad parto,obesidad parto,diagnosis,Z,True,D,"Grupo sanguíneo A, Rh negativo"
0UB98ZZ,POLIPO endometrio,POLIPO endometrio,polipo endometrio,procedure,0,True,P,"Escisión de útero, abordaje orificio natural o artificial, endoscópico"
D569,Talasemia part,Talasemia part,talasemia part,diagnosis,D,True,D,"Talasemia, no especificada"
Z20822,SARS-CoV2 NEGATIVO,SARS-CoV2 NEGATIVO,sars-cov2 negativo,diagnosis,Z,True,D,Contacto y (sospecha de) exposición a COVID-19
Z888,Alergia AINES,Alergia AINES,alergia aines,diagnosis,Z,True,D,"Estado de alergia a otros fármacos, medicamentos y sustancias biológicas"
D582,hemoglobinopatia parto,hemoglobinopatia parto,hemoglobinopatia parto,diagnosis,D,True,D,Otras hemoglobinopatías
O9912,Déficit proteina c parto,Déficit proteina c parto,deficit proteina c parto,diagnosis,O,True,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto"
Q892,Quiste tirogloso,Quiste tirogloso,quiste tirogloso,diagnosis,Q,True,D,Malformaciones congénitas de otras glándulas endocrinas
J040,laringitis aguda,laringitis aguda,laringitis aguda,diagnosis,J,True,D,Laringitis aguda
E8342,Hipomagnesemia,Hipomagnesemia,hipomagnesemia,diagnosis,E,True,D,Hipomagnesemia
K5730,Diverticulosis sigmoidea.,Diverticulosis sigmoidea.,diverticulosis sigmoidea.,diagnosis,K,True,D,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia"
G40909,Epilepsia refractaria,Epilepsia refractaria,epilepsia refractaria,diagnosis,G,True,D,"Epilepsia, no especificada, no intratable, sin estado de mal epiléptico"
8879,Ecografía ginecológica,Ecografía ginecológica,ecografia ginecologica,procedure,8,False,,
7906,hiperuricemia,hiperuricemia,hiperuricemia,procedure,7,False,,
Z3A34,34+0 semanas,34+0 semanas,34+0 semanas,diagnosis,Z,True,D,34 semanas de gestación
D509,anemia ferropénica parto,anemia ferropénica parto,anemia ferropenica parto,diagnosis,D,True,D,"Anemia ferropénica, no especificada"
64233,hipertension gestacional anteparto,hipertension gestacional anteparto,hipertension gestacional anteparto,procedure,6,False,,
3869,Vertigo,Vertigo,vertigo,procedure,3,False,,
5589,gastroenteritisaguda,gastroenteritisaguda,gastroenteritisaguda,procedure,5,False,,
O864,febril postparto,febril postparto,febril postparto,diagnosis,O,True,D,Pirexia de origen desconocido después del parto
M48061,Estenosis L4-L5,Estenosis L4-L5,estenosis l4-l5,diagnosis,M,True,D,"Estenosis vertebral, región lumbar sin claudicación neurógena"
6651,doble salpinguectomía,doble salpinguectomía,doble salpinguectomia,procedure,6,False,,
L508,Urticaria crónica autoinmune,Urticaria crónica autoinmune,urticaria cronica autoinmune,diagnosis,L,True,D,Otros tipos de urticaria
0PSL04Z,rafi cubito izquierdo,rafi cubito izquierdo,rafi cubito izquierdo,procedure,0,True,P,"Reposición de cúbito, izquierdo con dispositivo de fijación interna, abordaje abierto"
O9089,enf puerperal,enf puerperal,enf puerperal,diagnosis,O,True,D,Otras complicaciones del puerperio no clasificadas bajo otro concepto
CB121ZZ,Gammagrafia pulmonar,Gammagrafia pulmonar,gammagrafia pulmonar,diagnosis,C,True,P,"Imagen planar de medicina nuclear de pulmones y bronquios, con tecnecio 99m (tc-99m)"
P2889,bronquiolitis aguda VRS rn,bronquiolitis aguda VRS rn,bronquiolitis aguda vrs rn,diagnosis,P,True,D,Otras afecciones respiratorias especificadas del recién nacido
5533,hernia hiatal,hernia hiatal,hernia hiatal,procedure,5,False,,
Z886,Alérgica a codeina,Alérgica a codeina,alergica a codeina,diagnosis,Z,True,D,Estado de alergia a analgésico
0WUF4JZ,HERNIORRAFIA UMBILICAL,HERNIORRAFIA UMBILICAL,herniorrafia umbilical,procedure,0,True,P,"Suplemento en pared abdominal, con sustituto sintético, abordaje endoscópico percutáneo"
Z8781,Historia de FRACTURA,Historia de FRACTURA,historia de fractura,diagnosis,Z,True,D,Historia personal de fractura (consolidada) traumática
O99344,ansiedad parto,ansiedad parto,ansiedad parto,diagnosis,O,True,D,Otros trastornos mentales que complican el parto
