Code,Literal,Code_clean,Literal_basic,in_icd_reference,D_P,Description
8878,ecografía obst,8878,ecografía obst,False,,
F429,ansiedad part,F429,ansiedad part,True,D,"Trastorno obsesivo-compulsivo, no especificado"
E43,desnutrición grave,E43,desnutrición grave,True,D,Malnutrición calórico-proteica grave no especificada
1749,neoplasia de mama bilateral,1749,neoplasia de mama bilateral,False,,
E210,HIPERPARATIROIDIsMO PRIMARIO,E210,HIPERPARATIROIDIsMO PRIMARIO,True,D,Hiperparatiroidismo primario
90300,Fibroadenoma juvenil,90300,Fibroadenoma juvenil,False,,
66001,podálica,66001,podálica,False,,
0DH67UZ,nutricion enteral sng,0DH67UZ,nutricion enteral sng,True,P,"Inserción en estómago, de dispositivo de alimentación, abordaje orificio natural o artificial"
L89154,úlcera sacra grado IV,L89154,úlcera sacra grado IV,True,D,"Úlcera por presión en región sacra, estadio IV"
2449,hipotiroidismo (,2449,hipotiroidismo (,False,,
84603,carcinoma seroso papilar,84603,carcinoma seroso papilar,False,,
B020ZZZ,TC CRÁNEO,B020ZZZ,TC CRÁNEO,True,P,Tomografía computarizada (scanner tc) de cerebro
Z6740,"Grupo sanguíneo materno:0 , Rh:+",Z6740,"Grupo sanguíneo materno:0 , Rh:+",True,D,"Grupo sanguíneo O, Rh positivo"
O700,Desgarro I (,O700,Desgarro I (,True,D,Desgarro perineal de primer grado en el parto
61189,asimetria mamaria,61189,asimetria mamaria,False,,
BW24Y0Z,Angio-TC toracic,BW24Y0Z,Angio-TC toracic,True,P,"Tomografía computarizada (scanner tc) de tórax y abdomen, sin contraste y con contraste, con contraste, otro contraste"
K430,Hernia incisional incarcerada,K430,Hernia incisional incarcerada,True,D,"Hernia incisional con obstrucción, sin gangrena"
Z6741,Grupo sanguíneo: 0 negativo,Z6741,Grupo sanguíneo: 0 negativo,True,D,"Grupo sanguíneo O, Rh negativo"
07T60ZZ,Linfadenectomia axilar izquierda,07T60ZZ,Linfadenectomia axilar izquierda,True,P,"Resección de linfático, axilar izquierdo, abordaje abierto"
BN23ZZZ,TAC órbita,BN23ZZZ,TAC órbita,True,P,"Tomografía computarizada (scanner tc) de órbitas, bilateral"
C786,PERITONEALES,C786,PERITONEALES,True,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo
D473,TROMBOCITOSI ESSENCIAL,D473,TROMBOCITOSI ESSENCIAL,True,D,Trombocitemia esencial (hemorrágica)
I10,Hipertension,I10,Hipertension,True,D,Hipertensión esencial (primaria)
G249,Distonia,G249,Distonia,True,D,"Distonía, no especificada"
E785,hiperlipemia part,E785,hiperlipemia part,True,D,"Hiperlipidemia, no especificada"
37482,Edema palpebral,37482,Edema palpebral,False,,
R159,Incontinencia,R159,Incontinencia,True,D,Incontinencia total de heces
BW00ZZZ,Radiografia de abdomen,BW00ZZZ,Radiografia de abdomen,True,P,Radiografía simple de abdomen
0HHV0NZ,EXPANSOR MAMARIO BILATERAL,0HHV0NZ,EXPANSOR MAMARIO BILATERAL,True,P,"Inserción en mama, bilateral, de expansor tisular, abordaje abierto"
I10,Hipertensión,I10,Hipertensión,True,D,Hipertensión esencial (primaria)
30233L1,PFC,30233L1,PFC,True,P,"Transfusión en vena periférica de plasma fresco, no autólogo, abordaje percutáneo"
9923,urbason,9923,urbason,False,,
3E0G7KZ,Gastrografin,3E0G7KZ,Gastrografin,True,P,"Introducción en gastrointestinal superior de otra sustancia diagnóstica, abordaje orificio natural o artificial"
10S0XZZ,Version Cefalica externa,10S0XZZ,Version Cefalica externa,True,P,"Reposición de productos de la concepción, abordaje externo"
V163,Abuela Ca mama,V163,Abuela Ca mama,True,D,Persona que sube o baja de un vehículo a pedales lesionada en colisión con otro vehículo motorizado en un accidente no de tráfico
D696,Obesidad part,D696,Obesidad part,True,D,Trombocitopenia no especificada
N920,Sangrado menstrual abundante,N920,Sangrado menstrual abundante,True,D,Menstruación excesiva y frecuente con ciclo regular
88560,Lipoma intramuscular,88560,Lipoma intramuscular,False,,
283,AdenoidectomíaAmigdalotomía,283,AdenoidectomíaAmigdalotomía,False,,
B977,vph part,B977,vph part,True,D,Papilomavirus como causa de enfermedades clasificadas bajo otro concepto
Z332,ILE por trisomía,Z332,ILE por trisomía,True,D,Contacto para interrupción voluntaria del embarazo
F4320,T adaptativo,F4320,T adaptativo,True,D,"Trastorno adaptativo, no especificado"
4438,Bypass gástrico lap,4438,Bypass gástrico lap,False,,
3596,VALVULOPLASTIA AÓRTICA,3596,VALVULOPLASTIA AÓRTICA,False,,
84803,carcinoma mucinoso,84803,carcinoma mucinoso,False,,
V5042,profilactica ovario,V5042,profilactica ovario,False,,
3E0337Z,suero glucosado,3E0337Z,suero glucosado,True,P,"Introducción en vena periférica de sustancia para equilibrio hidroelectrolítico, abordaje percutáneo"
M1990,Osteoartritis,M1990,Osteoartritis,True,D,"Artrosis no especificada, localización no especificada"
0417,Pseudomona,0417,Pseudomona,False,,
F17210,tabaquismo,F17210,tabaquismo,True,D,"Dependencia de nicotina, cigarrillos, sin complicaciones"
5770,Pancreatitis aguda,5770,Pancreatitis aguda,False,,
10907ZC,amniorexis,10907ZC,amniorexis,True,P,"Drenaje en productos de la concepción, de líquido amniótico, terapéutico, abordaje orificio natural o artificial"
D696,Trombopenia Parto,D696,Trombopenia Parto,True,D,Trombocitopenia no especificada
3E03329,Antibioticoteràpia,3E03329,Antibioticoteràpia,True,P,"Introducción en vena periférica de anti-infeccioso, otro anti-infeccioso, abordaje percutáneo"
82720,adenomas hipofisis,82720,adenomas hipofisis,False,,
10D17ZZ,LEGRADO UTERINO EVACUADOR,10D17ZZ,LEGRADO UTERINO EVACUADOR,True,P,"Extracción de productos de la concepción, retenidos, abordaje orificio natural o artificial"
2883,HIPEREOSINOFILIA,2883,HIPEREOSINOFILIA,False,,
C792,Metástasis cutánea,C792,Metástasis cutánea,True,D,Neoplasia maligna secundaria de piel
N1330,urétero-hidronefrosis derecha,N1330,urétero-hidronefrosis derecha,True,D,Hidronefrosis no especificadas
65701,polhidramnios,65701,polhidramnios,False,,
8878,ecografia obstetrica,8878,ecografia obstetrica,False,,
1759,ca mama masculina,1759,ca mama masculina,False,,
O9972,Dermatitis atopica parto,O9972,Dermatitis atopica parto,True,D,Enfermedades de la piel y el tejido subcutáneo que complican el parto
D696,rubeola no inmune,D696,rubeola no inmune,True,D,Trombocitopenia no especificada
E039,hipotir parto,E039,hipotir parto,True,D,"Hipotiroidismo, no especificado"
D250,leiomiomas submucosos,D250,leiomiomas submucosos,True,D,Leiomioma submucoso de útero
40291,Miocardiopatía hipertensiva icc,40291,Miocardiopatía hipertensiva icc,False,,
Z6711,: A negativo,Z6711,: A negativo,True,D,"Grupo sanguíneo A, Rh negativo"
I509,hta irc 6 icc,I509,hta irc 6 icc,True,D,"Insuficiencia cardiaca, no especificada"
K831,colestasis part,K831,colestasis part,True,D,Obstrucción de conducto biliar
0UT54ZZ,SALPINGUECTOMÍA DERECHA LAPAROSCÓPICA,0UT54ZZ,SALPINGUECTOMÍA DERECHA LAPAROSCÓPICA,True,P,"Resección de trompa de falopio, derecha, abordaje endoscópico percutáneo"
O99214,Obesidad Mórbida parto,O99214,Obesidad Mórbida parto,True,D,Obesidad que complica el parto
I739,claudicación intermitente,I739,claudicación intermitente,True,D,"Enfermedad vascular periférica, no especificada"
4382,gastrectomia vertical laparoscopica,4382,gastrectomia vertical laparoscopica,False,,
M170,Gonartrosis bilateral,M170,Gonartrosis bilateral,True,D,"Artrosis primaria de rodilla, bilateral"
J210,J21.0,J210,J21.0,True,D,Bronquiolitis aguda por virus sincitial respiratorio
R1310,R13.10,R1310,R13.10,True,D,"Disfagia, no especificada"
25040,Nefropatía diabetica,25040,Nefropatía diabetica,False,,
90840,Quiste dermoide,90840,Quiste dermoide,False,,
2001,DTTB,2001,DTTB,False,,
E119,Diabetes mellitus tipo 2,E119,Diabetes mellitus tipo 2,True,D,Diabetes mellitus tipo 2 sin complicaciones
Z3A40,40+2 sem,Z3A40,40+2 sem,True,D,40 semanas de gestación
0DQP0ZZ,Desgarro 4 grado,0DQP0ZZ,Desgarro 4 grado,True,P,"Reparación de recto, abordaje abierto"
Z886,ALERGICA AL NOLOTIL,Z886,ALERGICA AL NOLOTIL,True,D,Estado de alergia a analgésico
Z6740,GSRH:O+,Z6740,GSRH:O+,True,D,"Grupo sanguíneo O, Rh positivo"
D509,anèmia ferropènica parto,D509,anèmia ferropènica parto,True,D,"Anemia ferropénica, no especificada"
O30043,gemelar bicorial-biamniótica,O30043,gemelar bicorial-biamniótica,True,D,"Embarazo gemelar dicoriónico/ diamniótico, tercer trimestre"
3669,Cataratas bilateras,3669,Cataratas bilateras,False,,
1830,Neoplasia. de ovario,1830,Neoplasia. de ovario,False,,
62212,CIN 2,62212,CIN 2,False,,
8553,prótesis,8553,prótesis,False,,
6561,Doble anexectomia,6561,Doble anexectomia,False,,
6200,folicular ovario,6200,folicular ovario,False,,
M609,miositis,M609,miositis,True,D,"Miositis, no especificada"
63590,Interrupción legal del embarazo,63590,Interrupción legal del embarazo,False,,
D500,Anemia secundaria a hipermenorrea,D500,Anemia secundaria a hipermenorrea,True,D,Anemia ferropénica secundaria a pérdida de sangre (crónica)
283,Adenoidectomía.Amigdalectomía,283,Adenoidectomía.Amigdalectomía,False,,
28243,alfa talassemia,28243,alfa talassemia,False,,
64231,Hipertensión arterial gestacion parto,64231,Hipertensión arterial gestacion parto,False,,
27800,obesidad part,27800,obesidad part,False,,
4A10X4Z,electroencefalograma,4A10X4Z,electroencefalograma,True,P,"Monitorización de actividad eléctrica, nervioso central, abordaje externo"
V5865,corticosteroides,V5865,corticosteroides,False,,
3E033NZ,analgesico,3E033NZ,analgesico,True,P,"Introducción en vena periférica de analgésicos, hipnóticos, sedantes, abordaje percutáneo"
K449,hh,K449,hh,True,D,Hernia diafragmática sin obstrucción ni gangrena
O322XX0,presentación transversa,O322XX0,presentación transversa,True,D,"Atención materna por posición transversa y oblicua, no aplicable o no especificado"
4052,linfadenectomia paraórtica,4052,linfadenectomia paraórtica,False,,
O210,HIPEREMESIS GRAVÍDICA,O210,HIPEREMESIS GRAVÍDICA,True,D,Hiperemesis gravídica leve
B953,S. pneumoniae,B953,S. pneumoniae,True,D,Streptococcus pneumoniae como causa de enfermedades clasificadas bajo otro concepto
V524,recambio de expansor mamario,V524,recambio de expansor mamario,True,D,Persona que entra o sale de camioneta o furgoneta lesionada en colisión con vehículo motorizado de dos o tres ruedas
V146,ALERGIA A LA CODEINA,V146,ALERGIA A LA CODEINA,False,,
O99344,depresión part,O99344,depresión part,True,D,Otros trastornos mentales que complican el parto
K661,HEMOPERITONEO,K661,HEMOPERITONEO,True,D,Hemoperitoneo
F329,Trastorno depresivo crónico,F329,Trastorno depresivo crónico,True,D,"Trastorno depresivo mayor, episodio único, no especificado"
I129,HTA irc 2,I129,HTA irc 2,True,D,Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada
N760,vaginitis parto,N760,vaginitis parto,True,D,Vaginitis aguda
8703,TAC craneal,8703,TAC craneal,False,,
3E0G76Z,sondaje gástrico,3E0G76Z,sondaje gástrico,True,P,"Introducción en gastrointestinal superior de sustancia nutricional, abordaje orificio natural o artificial"
B32S1ZZ,TC ARTERIAS PULMONARES,B32S1ZZ,TC ARTERIAS PULMONARES,True,P,"Tomografía computarizada (scanner tc) de arteria pulmonar, derecha, con contraste, baja osmolaridad"
R102,DOLOR PÉLVICO CRÓNICO,R102,DOLOR PÉLVICO CRÓNICO,True,D,Dolor pélvico y perineal
3E1K78Z,lavados vesicales continuos,3E1K78Z,lavados vesicales continuos,True,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial"
29410,Alzheimer 2,29410,Alzheimer 2,False,,
M797,fibromialgia parto,M797,fibromialgia parto,True,D,Fibromialgia
08RJ3JZ,FACO+LIO OD,08RJ3JZ,FACO+LIO OD,True,P,"Sustitución de cristalino, derecho, con sustituto sintético, abordaje percutáneo"
O360130,Anti D,O360130,Anti D,True,D,"Atención materna por los anticuerpos anti-D [RH], tercer trimestre, no aplicable o no especificado"
O99013,anemia 3t,O99013,anemia 3t,True,D,"Anemia que complica el embarazo, tercer trimestre"
M310,Vasculitis leucocitoclástica,M310,Vasculitis leucocitoclástica,True,D,Angeítis por hipersensibilidad
99809,Shock hipovolemico qx,99809,Shock hipovolemico qx,False,,
O9852,VPH part,O9852,VPH part,True,D,Otras enfermedades virales que complican el parto
BN00ZZZ,Radiografía de cráneo,BN00ZZZ,Radiografía de cráneo,True,P,Radiografía simple de cráneo
O700,desgarro vulva,O700,desgarro vulva,True,D,Desgarro perineal de primer grado en el parto
D691,plaquetopenia,D691,plaquetopenia,True,D,Defectos cualitativos de las plaquetas
J329,Sinusitis parto,J329,Sinusitis parto,True,D,"Sinusitis crónica, no especificada"
D472,Gammapatia Monoclonal,D472,Gammapatia Monoclonal,True,D,Gammapatía monoclonal
0WQNXZZ,Sutura desgarro I grado,0WQNXZZ,Sutura desgarro I grado,True,P,"Reparación de perineo, femenino, abordaje externo"
Z390,Puerperio,Z390,Puerperio,True,D,Contacto para atención y reconocimiento médico de la madre inmediatamente después del parto
64213,hta irc anteparto,64213,hta irc anteparto,False,,
Z7901,heparina,Z7901,heparina,True,D,Uso prolongado (actual) de anticoagulantes
51884,Insuficiència respiratòria crònica agudo,51884,Insuficiència respiratòria crònica agudo,False,,
3E03329,amoxicilina-clavulánico,3E03329,amoxicilina-clavulánico,True,P,"Introducción en vena periférica de anti-infeccioso, otro anti-infeccioso, abordaje percutáneo"
9925,CITARABINA,9925,CITARABINA,False,,
O9962,Celiaca parto,O9962,Celiaca parto,True,D,Enfermedades del aparato digestivo que complican el parto
O99334,fumadora part,O99334,fumadora part,True,D,Hábito de fumar (tabaco) que complica el parto
N179,Fracaso renal agudo,N179,Fracaso renal agudo,True,D,"Fallo renal agudo, no especificado"
8541,mastectomia simple,8541,mastectomia simple,False,,
0663,virus Zika,0663,virus Zika,False,,
0UL74ZZ,ltb LAPAROSCÓPICA,0UL74ZZ,ltb LAPAROSCÓPICA,True,P,"Oclusión de trompas de falopio, bilateral, abordaje endoscópico percutáneo"
4823,rectoscòpia,4823,rectoscòpia,False,,
Z87828,Historia de Quemadura,Z87828,Historia de Quemadura,True,D,Historia personal de otras lesiones físicas y traumatismos (curados)
O4202,rotura de membranas,O4202,rotura de membranas,True,D,"Rotura prematura de membranas a término, inicio del trabajo de parto en las primeras 24 horas de la rotura"
M349,ESCLERODERMIA,M349,ESCLERODERMIA,True,D,"Esclerosis sistémica, no especificada"
K529,gastroenteritis aguda,K529,gastroenteritis aguda,True,D,"Gastroenteritis y colitis no infecciosas, no especificadas"
27651,Deshidratacio hipertonica,27651,Deshidratacio hipertonica,False,,
M75100,síndrome del manguito de los rotadores,M75100,síndrome del manguito de los rotadores,True,D,"Desgarro o rotura inespecíficos del manguito de los rotadores, hombro no especificado, no especificados como traumáticos"
N810,Uretrocele,N810,Uretrocele,True,D,Uretrocele
D251,Mioma intramural parto,D251,Mioma intramural parto,True,D,Leiomioma intramural de útero
5011,PAAF higado,5011,PAAF higado,False,,
06H033T,Canalización de vena umbilical,06H033T,Canalización de vena umbilical,True,P,"Inserción en vena cava inferior, de dispositivo de infusión, vía vena umbilical, abordaje percutáneo"
H04121,Síndrome de ojo seco,H04121,Síndrome de ojo seco,True,D,"Síndrome de ojo seco, lado derecho"
O9912,Factor V de Leiden parto,O9912,Factor V de Leiden parto,True,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto"
6262,Hipermenorrees,6262,Hipermenorrees,False,,
Z228,rubeola NO inmune,Z228,rubeola NO inmune,True,D,Portador de otras enfermedades infecciosas
4052,linfadenectomía paraaórtica,4052,linfadenectomía paraaórtica,False,,
K4020,HERNIA INGUINAL BILATERAL,K4020,HERNIA INGUINAL BILATERAL,True,D,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada"
10A07ZX,misoprostol abortp,10A07ZX,misoprostol abortp,True,P,"Aborto de productos de la concepción, con abortivo, abordaje orificio natural o artificial"
F1490,cocaina ocasional,F1490,cocaina ocasional,True,D,Consumo de cocaína no especificado sin complicaciones
N390,Infección del tracto urinario,N390,Infección del tracto urinario,True,D,"Infección de tracto urinario, localización no especificada"
7515,Dolicocolon,7515,Dolicocolon,False,,
51881,Insuficiencia respiratoria aguda,51881,Insuficiencia respiratoria aguda,False,,
D251,Mioma intramural,D251,Mioma intramural,True,D,Leiomioma intramural de útero
R42,Vertigo,R42,Vertigo,True,D,Mareo y desvanecimiento
O721,hemorragia post parto,O721,hemorragia post parto,True,D,Otras hemorragias del posparto inmediato
Z91048,Alergia polen,Z91048,Alergia polen,True,D,Estado de alergia a otras sustancias no medicinales
E039,Hipotiroididsmo part,E039,Hipotiroididsmo part,True,D,"Hipotiroidismo, no especificado"
B955,enterococo,B955,enterococo,True,D,Estreptococo no especificado como causa de enfermedades clasificadas bajo otro concepto
M1990,artrosis,M1990,artrosis,True,D,"Artrosis no especificada, localización no especificada"
O9902,anèmia parto,O9902,anèmia parto,True,D,Anemia que complica el parto
64511,part 41,64511,part 41,False,,
0FT44ZZ,COLECISTECTOMÍA LAPAROSCÓPICA,0FT44ZZ,COLECISTECTOMÍA LAPAROSCÓPICA,True,P,"Resección de vesícula biliar, abordaje endoscópico percutáneo"
28260,drepanocitosis,28260,drepanocitosis,False,,
O1405,preeclampsia puerperal,O1405,preeclampsia puerperal,True,D,"Preeclampsia leve a moderada, que complica el puerperio"
BW25ZZZ,TAC tórax-abdomen-pelvis,BW25ZZZ,TAC tórax-abdomen-pelvis,True,P,"Tomografía computarizada (scanner tc) de tórax, abdomen y pelvis"
2W13X7Z,terapia VAC,2W13X7Z,terapia VAC,True,P,"Compresión de pared abdominal, con dispositivo de presión intermitente"
